Coordinate,Date,Hour,NDVI Values,City
"(74.58696263030014, 31.718644355535144)",2024-05-16,10:30,0.08243858053,Amritsar
"(74.58696263030014, 31.718644355535144)",2024-05-21,10:30,0.08064516129,Amritsar
"(74.58696263030014, 31.718644355535144)",2024-05-26,10:30,0.07697434189,Amritsar
"(74.58696263030014, 31.718644355535144)",2024-05-31,10:30,0.08017443811,Amritsar
"(74.58934964191246, 31.706551861752423)",2024-05-01,10:30,0.1080446271,Amritsar
"(74.58934964191246, 31.706551861752423)",2024-05-06,10:30,0.09550476767,Amritsar
"(74.58934964191246, 31.706551861752423)",2024-05-11,10:30,0.09504950495,Amritsar
"(74.58934964191246, 31.706551861752423)",2024-05-16,10:30,0.07472237907,Amritsar
"(74.58934964191246, 31.706551861752423)",2024-05-21,10:30,0.07374631268,Amritsar
"(74.58934964191246, 31.706551861752423)",2024-05-26,10:30,0.1098591549,Amritsar
"(74.58934964191246, 31.706551861752423)",2024-05-31,10:30,0.1203389831,Amritsar
"(74.59099271404416, 31.658192130157378)",2024-05-01,10:30,0.1222395023,Amritsar
"(74.59099271404416, 31.658192130157378)",2024-05-06,10:30,0.1077381759,Amritsar
"(74.59099271404416, 31.658192130157378)",2024-05-11,10:30,0.08052805281,Amritsar
"(74.59099271404416, 31.658192130157378)",2024-05-16,10:30,0.06299881134,Amritsar
"(74.59099271404416, 31.658192130157378)",2024-05-21,10:30,0.06379902404,Amritsar
"(74.59099271404416, 31.658192130157378)",2024-05-26,10:30,0.06048171276,Amritsar
"(74.59099271404416, 31.658192130157378)",2024-05-31,10:30,0.05527811262,Amritsar
"(74.59125330543313, 31.515212544147136)",2024-05-01,10:30,0.1081657526,Amritsar
"(74.59125330543313, 31.515212544147136)",2024-05-06,10:30,0.09688315676,Amritsar
"(74.59125330543313, 31.515212544147136)",2024-05-11,10:30,0.04601125455,Amritsar
"(74.59125330543313, 31.515212544147136)",2024-05-16,10:30,0.07106486606,Amritsar
"(74.59125330543313, 31.515212544147136)",2024-05-21,10:30,0.067361668,Amritsar
"(74.59125330543313, 31.515212544147136)",2024-05-26,10:30,0.06777893639,Amritsar
"(74.59125330543313, 31.515212544147136)",2024-05-31,10:30,0.08257466858,Amritsar
"(74.59386306503593, 31.52415483497421)",2024-05-01,10:30,0.1061299177,Amritsar
"(74.59386306503593, 31.52415483497421)",2024-05-06,10:30,0.1058823529,Amritsar
"(74.59386306503593, 31.52415483497421)",2024-05-11,10:30,0.01710229106,Amritsar
